0_60_time,year,manufacturer,model
6.7,2011,BMW,BMW X3 XDRIVE28I
5.8,2011,BMW,BMW X3 XDRIVE35I
8.2,2011,BMW,BMW X3 XDRIVE20D SE
5.5,2011,BMW,BMW X3 XDRIVE35I
6.1,2013,BMW,BMW X3 XDRIVE28I (MANUAL)
5.1,2014,BMW,BMW X3 XDRIVE35D M-SPORT
6.1,2014,BMW,BMW X3 XDRIVE28I
7.8,2015,BMW,BMW X3 XDRIVE20D M-SPORT
5.3,2015,BMW,BMW X3 XDRIVE35I
7.8,2015,BMW,BMW X3 XDRIVE28D
6.1,2016,BMW,BMW X3 SDRIVE28I
6.3,2018,BMW,BMW X3 XDRIVE30I
4.4,2018,BMW,BMW X3 M40I
3.6,2020,BMW,BMW X3 M COMPETITION
6.4,2021,BMW,BMW X3 XDRIVE30E M-SPORT PLUG-IN HYBRID
4.2,2022,BMW,BMW X3 M40I
6.4,2022,BMW,BMW X3 XDRIVE30I
5.1,2015,BMW,BMW X4 XDRIVE35I
6.0,2016,BMW,BMW X4 XDRIVE28I
4.6,2017,BMW,BMW X4 M40I
4.4,2019,BMW,BMW X4 M40I
6.1,2019,BMW,BMW X4 XDRIVE30I XLINE
3.3,2020,BMW,BMW X4 M COMPETITION
6.6,2000,BMW,BMW X5 4.4I
7.8,2001,BMW,BMW X5 3.0I (MANUAL)
6.1,2002,BMW,BMW X5 4.6IS
8.0,2003,BMW,BMW X5 3.0I
5.9,2004,BMW,BMW X5 4.8IS
7.0,2004,BMW,BMW X5 4.4I
6.4,2006,BMW,BMW X5 3.0SD
8.0,2006,BMW,BMW X5 3.0D
7.8,2007,BMW,BMW X5 3.0SI
6.0,2007,BMW,BMW X5 4.8I
6.7,2009,BMW,BMW X5 XDRIVE35D
5.3,2010,BMW,BMW X5 XDRIVE50I SE
4.0,2010,BMW,BMW X5 M
6.0,2011,BMW,BMW X5 XDRIVE35I
6.8,2011,BMW,BMW X5 XDRIVE35D
4.0,2012,BMW,BMW X5 M
5.2,2012,BMW,BMW X5 XDRIVE50I
6.8,2013,BMW,BMW X5 XDRIVE35D
5.1,2014,BMW,BMW X5 M50D XDRIVE
4.3,2014,BMW,BMW X5 XDRIVE50I
